age_b2k,age_ka_cal_bp,ngrip_depth_m,d18o_permil,core_id
43000,42.950,2149.35,-39.36,1724
43020,42.970,2149.81,-38.48,1724
43040,42.990,2150.28,-38.04,1725
43060,43.010,2150.74,-38.64,1727
43080,43.030,2151.24,-38.72,1728
43100,43.050,2151.69,-38.06,1729
43120,43.070,2152.19,-38.81,1729
43140,43.090,2152.70,-39.55,1730
43160,43.110,2153.17,-38.85,1731
43180,43.130,2153.67,-39.52,1732
43200,43.150,2154.19,-39.76,1732
43220,43.170,2154.64,-40.75,1733
43240,43.190,2155.10,-39.45,1733
43260,43.210,2155.60,-38.95,1734
43280,43.230,2156.08,-39.66,1734
43300,43.250,2156.58,-39.32,1735
43320,43.270,2157.05,-38.45,1736
43340,43.290,2157.49,-39.91,1736
43360,43.310,2157.79,-41.07,1736
43380,43.330,2158.08,-42.46,1737
43400,43.350,2158.34,-41.46,1738
43420,43.370,2158.61,-41.48,1739
43440,43.390,2158.90,-42.01,1739
43460,43.410,2159.19,-42.98,1740
43480,43.430,2159.46,-43.81,1741
43500,43.450,2159.76,-42.61,1741
43520,43.470,2159.99,-43.85,1743
43540,43.490,2160.23,-42.36,1744
43560,43.510,2160.49,-43.59,1744
43580,43.530,2160.73,-43.73,1746
43600,43.550,2160.97,-44.04,1747
43620,43.570,2161.24,-44.15,1748
43640,43.590,2161.48,-43.39,1750
43660,43.610,2161.74,-43.19,1751
43680,43.630,2162.01,-42.07,1753
43700,43.650,2162.27,-42.91,1753
43720,43.670,2162.52,-41.53,1754
43740,43.690,2162.78,-42.23,1756
43760,43.710,2163.04,-42.84,1757
43780,43.730,2163.31,-41.82,1757
43800,43.750,2163.57,-42.67,1759
43820,43.770,2163.82,-41.52,1760
43840,43.790,2164.10,-42.94,1761
43860,43.810,2164.38,-40.43,1762
43880,43.830,2164.64,-42.67,1763
43900,43.850,2164.90,-42.07,1764
43920,43.870,2165.16,-42.98,1765
43940,43.890,2165.45,-43.96,1765
43960,43.910,2165.70,-42.26,1766
43980,43.930,2165.97,-44.78,1767
44000,43.950,2166.26,-41.30,1769
44020,43.970,2166.50,-41.83,1770
44040,43.990,2166.75,-42.68,1771
44060,44.010,2167.03,-41.94,1771
44080,44.030,2167.27,-43.58,1772
44100,44.050,2167.48,-43.12,1773
44120,44.070,2167.77,-42.69,1775
44140,44.090,2168.04,-43.81,1775
44160,44.110,2168.30,-43.65,1775
44180,44.130,2168.57,-43.57,1776
44200,44.150,2168.83,-41.84,1777
44220,44.170,2169.14,-41.67,1777
44240,44.190,2169.42,-43.41,1778
44260,44.210,2169.72,-43.10,1780
44280,44.230,2170.00,-44.04,1780
44300,44.250,2170.30,-41.50,1781
44320,44.270,2170.59,-41.98,1782
44340,44.290,2170.88,-41.75,1783
44360,44.310,2171.21,-41.75,1783
44380,44.330,2171.54,-41.15,1784
44400,44.350,2171.91,-39.87,1786
44420,44.370,2172.24,-39.43,1787
44440,44.390,2172.59,-40.91,1788
44460,44.410,2173.00,-39.81,1789
44480,44.430,2173.39,-40.27,1789
44500,44.450,2173.77,-39.29,1789
44520,44.470,2174.12,-40.54,1790
44540,44.490,2174.50,-41.07,1790
44560,44.510,2174.80,-40.45,1791
44580,44.530,2175.12,-41.51,1791
44600,44.550,2175.42,-42.56,1792
44620,44.570,2175.75,-41.59,1793
44640,44.590,2176.00,-41.77,1794
44660,44.610,2176.28,-41.40,1795
44680,44.630,2176.61,-42.16,1796
44700,44.650,2176.96,-40.59,1796
44720,44.670,2177.30,-40.24,1798
44740,44.690,2177.62,-40.66,1801
44760,44.710,2177.92,-41.38,1803
44780,44.730,2178.26,-40.17,1803
44800,44.750,2178.60,-41.68,1804
44820,44.770,2178.93,-41.54,1805
44840,44.790,2179.26,-40.86,1806
44860,44.810,2179.58,-40.57,1808
44880,44.830,2179.89,-42.54,1810
44900,44.850,2180.21,-41.99,1810
44920,44.870,2180.55,-41.29,1811
44940,44.890,2180.89,-41.13,1813
44960,44.910,2181.20,-41.50,1815
44980,44.930,2181.54,-40.01,1815
45000,44.950,2181.87,-41.01,1817
45020,44.970,2182.23,-39.76,1818
45040,44.990,2182.58,-41.47,1819
45060,45.010,2182.95,-40.78,1819
45080,45.030,2183.29,-40.93,1819
45100,45.050,2183.63,-40.89,1820
45120,45.070,2184.01,-40.74,1820
45140,45.090,2184.38,-39.95,1821
45160,45.110,2184.73,-41.65,1823
45180,45.130,2185.04,-41.05,1825
45200,45.150,2185.36,-40.35,1826
45220,45.170,2185.69,-39.91,1827
45240,45.190,2186.01,-40.36,1827
45260,45.210,2186.36,-40.21,1829
45280,45.230,2186.71,-41.72,1830
45300,45.250,2187.06,-39.81,1831
45320,45.270,2187.40,-41.26,1832
45340,45.290,2187.77,-41.38,1834
45360,45.310,2188.11,-40.48,1835
45380,45.330,2188.44,-41.17,1837
45400,45.350,2188.83,-40.53,1839
45420,45.370,2189.20,-40.48,1840
45440,45.390,2189.59,-40.39,1842
45460,45.410,2189.99,-39.13,1843
45480,45.430,2190.36,-39.65,1844
45500,45.450,2190.80,-39.44,1845
45520,45.470,2191.24,-40.56,1846
45540,45.490,2191.69,-40.00,1846
45560,45.510,2192.08,-40.06,1848
45580,45.530,2192.49,-40.54,1849
45600,45.550,2192.90,-39.23,1849
45620,45.570,2193.29,-39.24,1851
45640,45.590,2193.77,-39.16,1851
45660,45.610,2194.17,-40.16,1852
45680,45.630,2194.59,-39.21,1852
45700,45.650,2195.01,-38.93,1852
45720,45.670,2195.42,-39.77,1854
45740,45.690,2195.88,-39.69,1854
45760,45.710,2196.29,-39.27,1855
45780,45.730,2196.72,-39.96,1856
45800,45.750,2197.20,-38.80,1856
45820,45.770,2197.67,-39.41,1858
45840,45.790,2198.10,-40.46,1859
45860,45.810,2198.55,-39.18,1859
45880,45.830,2198.99,-39.71,1861
45900,45.850,2199.43,-38.89,1861
45920,45.870,2199.84,-39.47,1862
45940,45.890,2200.27,-39.06,1864
45960,45.910,2200.69,-39.56,1866
45980,45.930,2201.11,-40.41,1868
46000,45.950,2201.51,-39.00,1869
46020,45.970,2201.94,-39.40,1870
46040,45.990,2202.39,-38.70,1870
46060,46.010,2202.84,-38.03,1872
46080,46.030,2203.32,-38.41,1873
46100,46.050,2203.79,-38.82,1874
46120,46.070,2204.23,-39.36,1874
46140,46.090,2204.71,-39.35,1876
46160,46.110,2205.18,-39.00,1877
46180,46.130,2205.68,-38.62,1878
46200,46.150,2206.14,-39.10,1879
46220,46.170,2206.60,-38.86,1881
46240,46.190,2207.05,-38.63,1882
46260,46.210,2207.51,-38.73,1883
46280,46.230,2207.92,-38.93,1883
46300,46.250,2208.41,-38.85,1884
46320,46.270,2208.84,-38.91,1886
46340,46.290,2209.35,-39.54,1886
46360,46.310,2209.81,-38.48,1888
46380,46.330,2210.29,-39.21,1889
46400,46.350,2210.77,-38.55,1890
46420,46.370,2211.23,-39.36,1891
46440,46.390,2211.67,-39.08,1892
46460,46.410,2212.14,-38.64,1893
46480,46.430,2212.61,-38.00,1895
46500,46.450,2213.05,-37.42,1896
46520,46.470,2213.49,-38.29,1898
46540,46.490,2213.92,-38.56,1900
46560,46.510,2214.41,-38.55,1901
46580,46.530,2214.92,-39.00,1901
46600,46.550,2215.43,-39.41,1902
46620,46.570,2215.90,-38.63,1903
46640,46.590,2216.44,-37.78,1904
46660,46.610,2217.02,-37.45,1905
46680,46.630,2217.56,-38.35,1905
46700,46.650,2218.11,-38.25,1906
46720,46.670,2218.67,-37.61,1907
46740,46.690,2219.20,-37.73,1908
46760,46.710,2219.72,-38.23,1909
46780,46.730,2220.27,-38.45,1909
46800,46.750,2220.83,-37.22,1910
46820,46.770,2221.42,-37.28,1910
46840,46.790,2221.89,-37.07,1912
46860,46.810,2222.30,-41.04,1912
46880,46.830,2222.62,-40.54,1913
46900,46.850,2222.90,-43.60,1915
46920,46.870,2223.20,-41.07,1915
46940,46.890,2223.51,-42.62,1915
46960,46.910,2223.79,-41.63,1916
46980,46.930,2224.04,-43.03,1917
47000,46.950,2224.30,-42.48,1918
47020,46.970,2224.58,-42.85,1919
47040,46.990,2224.84,-43.34,1921
47060,47.010,2225.10,-42.85,1922
47080,47.030,2225.41,-43.12,1923
47100,47.050,2225.67,-42.53,1924
47120,47.070,2225.94,-41.24,1926
47140,47.090,2226.20,-41.88,1927
47160,47.110,2226.47,-42.84,1928
47180,47.130,2226.74,-44.25,1929
47200,47.150,2227.03,-42.85,1931
47220,47.170,2227.30,-41.65,1932
47240,47.190,2227.56,-42.60,1933
47260,47.210,2227.82,-43.73,1935
47280,47.230,2228.07,-42.86,1936
47300,47.250,2228.34,-43.24,1938
47320,47.270,2228.66,-41.82,1938
47340,47.290,2228.91,-41.91,1938
47360,47.310,2229.17,-41.68,1940
47380,47.330,2229.43,-42.28,1942
47400,47.350,2229.69,-42.52,1944
47420,47.370,2229.95,-43.13,1945
47440,47.390,2230.18,-44.59,1945
47460,47.410,2230.46,-42.10,1945
47480,47.430,2230.71,-44.59,1946
47500,47.450,2230.96,-43.90,1947
47520,47.470,2231.19,-43.66,1947
47540,47.490,2231.43,-43.77,1948
47560,47.510,2231.69,-41.16,1949
47580,47.530,2231.95,-42.81,1950
47600,47.550,2232.19,-41.37,1952
47620,47.570,2232.43,-42.40,1953
47640,47.590,2232.68,-41.32,1954
47660,47.610,2232.94,-42.12,1955
47680,47.630,2233.18,-42.85,1955
47700,47.650,2233.42,-43.37,1957
47720,47.670,2233.66,-42.44,1958
47740,47.690,2233.88,-43.50,1959
47760,47.710,2234.13,-44.61,1960
47780,47.730,2234.38,-43.94,1961
47800,47.750,2234.64,-42.96,1962
47820,47.770,2234.91,-43.73,1963
47840,47.790,2235.16,-43.17,1964
47860,47.810,2235.42,-40.51,1964
47880,47.830,2235.65,-42.20,1965
47900,47.850,2235.87,-42.63,1967
47920,47.870,2236.10,-43.42,1968
47940,47.890,2236.34,-43.93,1969
47960,47.910,2236.57,-41.88,1970
47980,47.930,2236.80,-43.61,1971
48000,47.950,2237.03,-42.33,1972
48020,47.970,2237.28,-44.10,1972
48040,47.990,2237.49,-41.83,1974
48060,48.010,2237.72,-42.48,1974
48080,48.030,2237.94,-43.66,1975
48100,48.050,2238.17,-43.40,1977
48120,48.070,2238.39,-43.28,1977
48140,48.090,2238.61,-44.49,1978
48160,48.110,2238.85,-45.08,1979
48180,48.130,2239.08,-43.80,1980
48200,48.150,2239.31,-43.70,1981
48220,48.170,2239.53,-43.00,1982
48240,48.190,2239.76,-42.88,1983
48260,48.210,2239.99,-44.33,1984
48280,48.230,2240.24,-43.59,1984
48300,48.250,2240.48,-42.82,1985
48320,48.270,2240.71,-43.32,1986
48340,48.290,2240.96,-42.88,1988
48360,48.310,2241.21,-41.42,1988
48380,48.330,2241.46,-42.35,1989
48400,48.350,2241.72,-42.56,1989
48420,48.370,2241.94,-42.98,1991
48440,48.390,2242.19,-41.44,1992
48460,48.410,2242.44,-42.99,1993
48480,48.430,2242.71,-41.38,1995
48500,48.450,2243.00,-41.65,1996
48520,48.470,2243.31,-41.18,1998
48540,48.490,2243.66,-40.50,1999
48560,48.510,2243.96,-40.57,2000
48580,48.530,2244.26,-40.88,2002
48600,48.550,2244.57,-41.71,2003
48620,48.570,2244.93,-41.52,2003
48640,48.590,2245.23,-41.44,2004
48660,48.610,2245.54,-41.10,2005
48680,48.630,2245.82,-40.40,2007
48700,48.650,2246.12,-42.06,2007
48720,48.670,2246.46,-41.19,2007
48740,48.690,2246.80,-40.41,2008
48760,48.710,2247.12,-40.56,2009
48780,48.730,2247.43,-41.63,2009
48800,48.750,2247.79,-40.68,2010
48820,48.770,2248.15,-41.45,2011
48840,48.790,2248.46,-40.99,2013
48860,48.810,2248.85,-39.56,2013
48880,48.830,2249.20,-39.90,2015
48900,48.850,2249.58,-40.05,2015
48920,48.870,2249.97,-39.93,2016
48940,48.890,2250.36,-39.58,2016
48960,48.910,2250.75,-39.06,2017
48980,48.930,2251.20,-39.74,2017
49000,48.950,2251.61,-39.67,2017
49020,48.970,2252.00,-39.21,2018
49040,48.990,2252.40,-40.25,2019
49060,49.010,2252.80,-40.32,2021
49080,49.030,2253.15,-41.91,2021
49100,49.050,2253.49,-41.96,2022
49120,49.070,2253.84,-42.22,2023
49140,49.090,2254.20,-40.68,2023
49160,49.110,2254.57,-39.58,2024
49180,49.130,2254.96,-39.97,2025
49200,49.150,2255.35,-39.16,2026
49220,49.170,2255.71,-39.01,2027
49240,49.190,2256.12,-39.39,2029
49260,49.210,2256.52,-38.39,2030
49280,49.230,2256.89,-40.42,2031
49300,49.250,2257.26,-41.20,2032
49320,49.270,2257.57,-41.88,2033
49340,49.290,2257.86,-41.00,2035
49360,49.310,2258.15,-42.38,2037
49380,49.330,2258.43,-41.96,2038
49400,49.350,2258.72,-42.46,2039
49420,49.370,2258.96,-42.67,2040
49440,49.390,2259.22,-41.75,2041
49460,49.410,2259.49,-42.00,2042
49480,49.430,2259.76,-41.54,2044
49500,49.450,2260.05,-41.13,2045
49520,49.470,2260.34,-41.51,2047
49540,49.490,2260.63,-41.24,2048
49560,49.510,2260.91,-40.71,2048
49580,49.530,2261.18,-41.80,2050
49600,49.550,2261.46,-41.10,2051
49620,49.570,2261.75,-40.94,2052
49640,49.590,2262.08,-39.90,2053
49660,49.610,2262.39,-40.73,2054
49680,49.630,2262.70,-39.94,2055
49700,49.650,2263.01,-40.80,2056
49720,49.670,2263.35,-40.30,2057
49740,49.690,2263.70,-40.08,2058
49760,49.710,2264.02,-40.60,2059
49780,49.730,2264.35,-40.90,2060
49800,49.750,2264.70,-40.05,2061
49820,49.770,2265.02,-40.84,2063
49840,49.790,2265.35,-40.52,2063
49860,49.810,2265.73,-40.33,2064
49880,49.830,2266.06,-40.27,2065
49900,49.850,2266.38,-41.32,2065
49920,49.870,2266.69,-40.90,2066
49940,49.890,2267.01,-41.15,2068
49960,49.910,2267.32,-40.42,2068
49980,49.930,2267.67,-41.12,2069
50000,49.950,2267.98,-40.84,2070
50020,49.970,2268.29,-39.78,2071
50040,49.990,2268.61,-39.06,2071
50060,50.010,2268.90,-41.16,2072
50080,50.030,2269.24,-39.61,2073
50100,50.050,2269.56,-40.69,2074
50120,50.070,2269.91,-41.09,2074
50140,50.090,2270.23,-41.46,2076
50160,50.110,2270.55,-39.93,2077
50180,50.130,2270.88,-40.60,2077
50200,50.150,2271.22,-40.77,2078
50220,50.170,2271.56,-40.38,2079
50240,50.190,2271.86,-40.18,2079
50260,50.210,2272.19,-40.18,2080
50280,50.230,2272.50,-41.18,2081
50300,50.250,2272.84,-41.45,2082
50320,50.270,2273.17,-39.98,2083
50340,50.290,2273.51,-41.40,2083
50360,50.310,2273.83,-40.94,2084
50380,50.330,2274.13,-40.18,2086
50400,50.350,2274.49,-40.24,2087
50420,50.370,2274.84,-40.41,2089
50440,50.390,2275.19,-40.66,2090
50460,50.410,2275.49,-40.22,2092
50480,50.430,2275.81,-41.38,2093
50500,50.450,2276.17,-39.89,2094
50520,50.470,2276.54,-38.80,2094
50540,50.490,2276.84,-40.64,2095
50560,50.510,2277.21,-40.39,2095
50580,50.530,2277.55,-40.66,2096
50600,50.550,2277.90,-41.11,2097
50620,50.570,2278.25,-40.34,2097
50640,50.590,2278.57,-40.50,2098
50660,50.610,2278.89,-39.92,2099
50680,50.630,2279.25,-39.22,2099
50700,50.650,2279.62,-40.87,2099
50720,50.670,2279.97,-40.21,2099
50740,50.690,2280.30,-40.24,2100
50760,50.710,2280.62,-40.72,2100
50780,50.730,2281.00,-39.98,2101
50800,50.750,2281.31,-40.69,2102
50820,50.770,2281.65,-40.20,2102
50840,50.790,2281.99,-41.12,2103
50860,50.810,2282.31,-40.64,2103
50880,50.830,2282.65,-39.87,2104
50900,50.850,2282.98,-40.33,2105
50920,50.870,2283.33,-39.71,2106
50940,50.890,2283.69,-40.39,2107
50960,50.910,2284.01,-41.84,2109
50980,50.930,2284.35,-40.59,2110
51000,50.950,2284.69,-39.69,2111
51020,50.970,2285.03,-41.01,2111
51040,50.990,2285.36,-39.97,2112
51060,51.010,2285.71,-39.86,2113
51080,51.030,2286.09,-40.24,2115
51100,51.050,2286.45,-40.05,2115
51120,51.070,2286.74,-41.28,2116
51140,51.090,2287.08,-40.89,2117
51160,51.110,2287.44,-40.19,2119
51180,51.130,2287.79,-41.31,2119
51200,51.150,2288.14,-40.00,2120
51220,51.170,2288.49,-39.83,2120
51240,51.190,2288.80,-41.12,2122
51260,51.210,2289.17,-40.33,2123
51280,51.230,2289.50,-41.07,2123
51300,51.250,2289.85,-41.28,2124
