-53119.5	0
-53114.5	0
-53109.5	9.478e-8
-53104.5	9.478e-8
-53099.5	4.739e-8
-53094.5	1.8956e-7
-53089.5	4.739e-8
-53084.5	1.4217e-7
-53079.5	0
-53074.5	9.478e-8
-53069.5	9.478e-8
-53064.5	4.739e-8
-53059.5	0
-53054.5	4.739e-8
-53049.5	0
-53044.5	9.478e-8
-53039.5	4.739e-8
-53034.5	1.8956e-7
-53029.5	4.739e-8
-53024.5	9.478e-8
-53019.5	1.8956e-7
-53014.5	1.4217e-7
-53009.5	9.478e-8
-53004.5	1.4217e-7
-52999.5	4.739e-8
-52994.5	9.478e-8
-52989.5	1.8956e-7
-52984.5	2.8434e-7
-52979.5	9.478e-8
-52974.5	4.739e-8
-52969.5	1.4217e-7
-52964.5	1.4217e-7
-52959.5	4.739e-8
-52954.5	4.739e-8
-52949.5	1.4217e-7
-52944.5	0
-52939.5	9.478e-8
-52934.5	0
-52929.5	0
-52924.5	4.739e-8
-52919.5	4.739e-8
-52914.5	4.739e-8
-52909.5	0
-52904.5	9.478e-8
-52899.5	1.4217e-7
-52894.5	9.478e-8
-52889.5	1.8956e-7
-52884.5	1.4217e-7
-52879.5	1.8956e-7
-52874.5	1.8956e-7
-52869.5	1.8956e-7
-52864.5	0
-52859.5	4.739e-8
-52854.5	9.478e-8
-52849.5	4.739e-8
-52844.5	9.478e-8
-52839.5	1.8956e-7
-52834.5	1.4217e-7
-52829.5	4.739e-8
-52824.5	1.8956e-7
-52819.5	1.8956e-7
-52814.5	9.478e-8
-52809.5	2.3695e-7
-52804.5	4.739e-8
-52799.5	4.739e-8
-52794.5	9.478e-8
-52789.5	4.739e-8
-52784.5	4.739e-8
-52779.5	2.3695e-7
-52774.5	2.8434e-7
-52769.5	4.739e-8
-52764.5	1.4217e-7
-52759.5	4.739e-8
-52754.5	4.739e-8
-52749.5	1.8956e-7
-52744.5	9.478e-8
-52739.5	1.8956e-7
-52734.5	1.4217e-7
-52729.5	0
-52724.5	9.478e-8
-52719.5	4.739e-8
-52714.5	1.8956e-7
-52709.5	1.4217e-7
-52704.5	0
-52699.5	4.739e-8
-52694.5	4.739e-8
-52689.5	4.739e-8
-52684.5	9.478e-8
-52679.5	9.478e-8
-52674.5	4.739e-8
-52669.5	0
-52664.5	2.3695e-7
-52659.5	1.4217e-7
-52654.5	4.739e-8
-52649.5	9.478e-8
-52644.5	9.478e-8
-52639.5	1.4217e-7
-52634.5	1.4217e-7
-52629.5	9.478e-8
-52624.5	1.8956e-7
-52619.5	9.478e-8
-52614.5	1.8956e-7
-52609.5	1.4217e-7
-52604.5	1.4217e-7
-52599.5	1.4217e-7
-52594.5	4.739e-8
-52589.5	1.4217e-7
-52584.5	1.4217e-7
-52579.5	4.739e-8
-52574.5	9.478e-8
-52569.5	9.478e-8
-52564.5	9.478e-8
-52559.5	1.8956e-7
-52554.5	1.4217e-7
-52549.5	9.478e-8
-52544.5	4.739e-8
-52539.5	4.739e-8
-52534.5	4.739e-8
-52529.5	9.478e-8
-52524.5	1.4217e-7
-52519.5	4.739e-8
-52514.5	9.478e-8
-52509.5	1.4217e-7
-52504.5	1.8956e-7
-52499.5	4.739e-8
-52494.5	4.739e-8
-52489.5	9.478e-8
-52484.5	4.739e-8
-52479.5	4.739e-8
-52474.5	4.739e-8
-52469.5	9.478e-8
-52464.5	1.4217e-7
-52459.5	9.478e-8
-52454.5	1.4217e-7
-52449.5	4.739e-8
-52444.5	0
-52439.5	4.739e-8
-52434.5	4.739e-8
-52429.5	4.739e-8
-52424.5	4.739e-8
-52419.5	0
-52414.5	9.478e-8
-52409.5	4.739e-8
-52404.5	0
-52399.5	9.478e-8
-52394.5	1.4217e-7
-52389.5	4.739e-8
-52384.5	9.478e-8
-52379.5	9.478e-8
-52374.5	1.8956e-7
-52369.5	1.8956e-7
-52364.5	4.739e-8
-52359.5	4.739e-8
-52354.5	9.478e-8
-52349.5	9.478e-8
-52344.5	1.4217e-7
-52339.5	9.478e-8
-52334.5	0
-52329.5	9.478e-8
-52324.5	0
-52319.5	1.4217e-7
-52314.5	0
-52309.5	0
-52304.5	1.4217e-7
-52299.5	9.478e-8
-52294.5	4.739e-8
-52289.5	4.739e-8
-52284.5	9.478e-8
-52279.5	1.4217e-7
-52274.5	0
-52269.5	1.4217e-7
-52264.5	0
-52259.5	9.478e-8
-52254.5	1.4217e-7
-52249.5	1.8956e-7
-52244.5	9.478e-8
-52239.5	1.8956e-7
-52234.5	4.739e-8
-52229.5	4.739e-8
-52224.5	4.739e-8
-52219.5	9.478e-8
-52214.5	1.4217e-7
-52209.5	2.8434e-7
-52204.5	9.478e-8
-52199.5	0
-52194.5	2.3695e-7
-52189.5	1.8956e-7
-52184.5	0
-52179.5	1.4217e-7
-52174.5	1.4217e-7
-52169.5	1.4217e-7
-52164.5	1.4217e-7
-52159.5	1.4217e-7
-52154.5	1.8956e-7
-52149.5	9.478e-8
-52144.5	9.478e-8
-52139.5	4.739e-8
-52134.5	0
-52129.5	4.739e-8
-52124.5	1.8956e-7
-52119.5	1.8956e-7
-52114.5	9.478e-8
-52109.5	9.478e-8
-52104.5	1.4217e-7
-52099.5	4.739e-8
-52094.5	1.4217e-7
-52089.5	2.3695e-7
-52084.5	9.478e-8
-52079.5	4.739e-8
-52074.5	2.3695e-7
-52069.5	4.739e-8
-52064.5	1.4217e-7
-52059.5	1.8956e-7
-52054.5	0
-52049.5	1.8956e-7
-52044.5	0
-52039.5	2.3695e-7
-52034.5	1.4217e-7
-52029.5	1.8956e-7
-52024.5	0
-52019.5	4.739e-8
-52014.5	9.478e-8
-52009.5	9.478e-8
-52004.5	9.478e-8
-51999.5	2.8434e-7
-51994.5	0
-51989.5	4.739e-8
-51984.5	2.3695e-7
-51979.5	2.3695e-7
-51974.5	9.478e-8
-51969.5	9.478e-8
-51964.5	1.4217e-7
-51959.5	4.739e-8
-51954.5	9.478e-8
-51949.5	9.478e-8
-51944.5	3.317e-7
-51939.5	1.8956e-7
-51934.5	9.478e-8
-51929.5	4.739e-8
-51924.5	4.739e-8
-51919.5	1.8956e-7
-51914.5	0
-51909.5	1.4217e-7
-51904.5	9.478e-8
-51899.5	4.739e-8
-51894.5	2.8434e-7
-51889.5	9.478e-8
-51884.5	9.478e-8
-51879.5	4.265e-7
-51874.5	1.4217e-7
-51869.5	9.478e-8
-51864.5	0
-51859.5	9.478e-8
-51854.5	9.478e-8
-51849.5	4.739e-8
-51844.5	1.4217e-7
-51839.5	9.478e-8
-51834.5	1.4217e-7
-51829.5	9.478e-8
-51824.5	9.478e-8
-51819.5	1.8956e-7
-51814.5	4.739e-8
-51809.5	9.478e-8
-51804.5	1.8956e-7
-51799.5	4.739e-8
-51794.5	2.8434e-7
-51789.5	1.8956e-7
-51784.5	2.8434e-7
-51779.5	9.478e-8
-51774.5	9.478e-8
-51769.5	4.739e-8
-51764.5	9.478e-8
-51759.5	1.4217e-7
-51754.5	0
-51749.5	1.4217e-7
-51744.5	1.8956e-7
-51739.5	9.478e-8
-51734.5	1.8956e-7
-51729.5	4.739e-8
-51724.5	1.8956e-7
-51719.5	0
-51714.5	0
-51709.5	9.478e-8
-51704.5	0
-51699.5	4.739e-8
-51694.5	4.739e-8
-51689.5	4.739e-8
-51684.5	9.478e-8
-51679.5	1.8956e-7
-51674.5	9.478e-8
-51669.5	9.478e-8
-51664.5	9.478e-8
-51659.5	1.4217e-7
-51654.5	9.478e-8
-51649.5	1.8956e-7
-51644.5	1.4217e-7
-51639.5	3.791e-7
-51634.5	9.478e-8
-51629.5	1.4217e-7
-51624.5	9.478e-8
-51619.5	9.478e-8
-51614.5	2.8434e-7
-51609.5	4.739e-8
-51604.5	4.739e-8
-51599.5	1.4217e-7
-51594.5	2.8434e-7
-51589.5	9.478e-8
-51584.5	1.4217e-7
-51579.5	1.8956e-7
-51574.5	0
-51569.5	2.3695e-7
-51564.5	2.8434e-7
-51559.5	4.739e-8
-51554.5	1.4217e-7
-51549.5	1.4217e-7
-51544.5	1.4217e-7
-51539.5	1.8956e-7
-51534.5	2.8434e-7
-51529.5	9.478e-8
-51524.5	9.478e-8
-51519.5	4.739e-8
-51514.5	2.3695e-7
-51509.5	9.478e-8
-51504.5	9.478e-8
-51499.5	9.478e-8
-51494.5	1.4217e-7
-51489.5	2.3695e-7
-51484.5	4.739e-8
-51479.5	1.4217e-7
-51474.5	2.3695e-7
-51469.5	4.739e-8
-51464.5	4.739e-8
-51459.5	2.3695e-7
-51454.5	3.317e-7
-51449.5	1.8956e-7
-51444.5	9.478e-8
-51439.5	4.739e-8
